"Deal_ID","Created_Date","Close_Date","Fiscal_Year","Quarter","Month","Sales_Rep","Manager","Region","City","Customer_Name","Industry","Customer_Type","Is_New_Customer","Product_Name","Product_Category","Deal_Size_Tier","Pipeline_Stage","Win_Probability_%","Deal_Status","Contract_Value_VND","Discount_%","Discount_Amount_VND","Net_Revenue_VND","Cost_of_Sale_VND","Gross_Profit_VND","Gross_Margin_%","Payment_Terms","Payment_Collected_VND","Outstanding_Balance_VND","Sales_Cycle_Days","Lead_Source","Lost_Reason","Forecast_Category","Activities_Count","Last_Activity_Date","Customer_Satisfaction","NPS_Score","Contract_Renewed","Upsell_Opportunity","Next_Follow_Up_Date","Notes"
"DEAL-00381",2024-09-13,2024-12-30,"FY2024","Q3","Sep","Hoàng Văn Đức","Đặng Văn Nam","Tây Nguyên","Nha Trang","Tập đoàn An Khang","Finance","B2G","No","POS System","Hardware","SMB","Qualification",15,"Open",142191000,0.2,284000,141907000,29219000,112688000,79.41,"Net 30",25543000,116364000,108,"Inbound Lead","N/A","Pipeline",13,2024-12-10,2.2,8,"No","No",2025-03-15,"Khách hàng tiềm năng cao"
"DEAL-00382",2024-11-05,2024-12-31,"FY2024","Q4","Nov","Mai Văn Long","Lê Văn Minh","Tây Nguyên","Hồ Chí Minh","Công ty TNHH Hoàng Anh","Healthcare","B2B","No","IT Infrastructure","Hardware","Enterprise","Qualification",15,"Open",3306225000,1.4,46287000,3259938000,954510000,2305428000,70.72,"Annual Subscription",847584000,2412354000,145,"Event/Trade Show","N/A","Pipeline",26,2024-12-17,2.8,-40,"No","No",2025-02-27,
"DEAL-00383",2024-02-17,2024-04-21,"FY2024","Q1","Feb","Đặng Văn Nam","Phạm Thị Thu","Miền Bắc","Bình Dương","Công ty TNHH Gia Bảo","Healthcare","B2B","No","Cybersecurity Package","Security","Mid-Market","Closed Won",100,"Won",255904000,0.4,1024000,254880000,126548000,128332000,50.35,"Net 30",219197000,35683000,64,"Cold Outreach","N/A","Closed",20,2024-04-18,4.1,57,"No","No",,
"DEAL-00384",2024-01-11,2024-02-08,"FY2024","Q1","Jan","Mai Văn Long","Vũ Thị Hoa","Tây Nguyên","Bình Dương","Công ty TNHH Hoàng Anh","Manufacturing","B2B","No","Mobile App Development","Services","SMB","Proposal",50,"Open",148211000,13.6,20157000,128054000,48904000,79150000,61.81,"Annual Subscription",17928000,110126000,28,"Upsell/Cross-sell","N/A","Best Case",17,2024-01-12,2.6,-3,"No","Yes",2024-03-31,"Cần demo sản phẩm"
"DEAL-DUPLICATE",2025-01-25,2024-12-31,"FY2024","Q4","Nov","Trần Thị Lan","Ngô Văn Phú","Miền Bắc","Đồng Nai","Công ty CP Thái Bình Dương","Other","B2B","Yes","Data Analytics Platform","Software","SMB","Negotiation",75,"Open",78097000,0,2109000,,33321000,42667000,56.15,"Upfront",16717000,59271000,179,"Upsell/Cross-sell","N/A","Best Case",24,2024-12-19,1.4,8,"No","No",2025-03-18,
"DEAL-00386",2024-07-09,2024-11-21,"FY2024","Q3","Jul","Cao Văn Phong","Trần Thị Lan","Tây Nguyên","Bình Dương","Tập đoàn Huế","Retail","B2B","No","Data Analytics Platform","Software","SMB","Proposal",50,"Open",162299000,7.9,12822000,149477000,65665000,83812000,56.07,"Monthly Subscription",28401000,121076000,135,"Direct Sales","N/A","Best Case",2,2024-11-21,1.5,-6,"No","No",2024-12-21,"Đang chờ phê duyệt ngân sách"
"DEAL-00387",2024-07-07,2024-08-25,"FY2024","Q3","Jul","Cao Văn Phong","Phạm Thị Thu","Miền Bắc","Bình Dương","Công ty TNHH Nam Sơn","Healthcare","B2B","No","BI Dashboard Solution","Software","Mid-Market","Closed Won",100,"Won",223346000,13.2,29482000,193864000,96816000,97048000,50.06,"Annual Subscription",172539000,21325000,49,"Inbound Lead","N/A","Closed",8,2024-08-01,4.5,18,"No","No",,
"DEAL-00388",2024-10-15,2024-12-31,"FY2024","Q4","Oct","Hoàng Văn Đức","Ngô Văn Phú","Miền Trung","Hồ Chí Minh","Tập đoàn Huế","Construction","B2B","No","Accounting Software","Software","Mid-Market","Needs Analysis",30,"Open",866261000,17.8,154194000,712067000,197599000,514468000,72.25,"Milestone",106810000,605257000,132,"Upsell/Cross-sell","N/A","Pipeline",30,2024-12-13,3.1,-48,"No","Yes",2025-01-30,"Đang chờ phê duyệt ngân sách"
"DEAL-00389",2025-04-17,2024-11-20,"FY2024","Q3","Jul","Dương Thị Hạnh","Dương Thị Hạnh","Miền Bắc","Hải Phòng","Công ty CP Kim Long","Technology","B2B","Yes","Cybersecurity Package","Security","Mid-Market","Prospecting",5,"Open",,0.4,2636000,656313000,270007000,386306000,58.86,"Net 30",150952000,505361000,113,"Partner Referral","N/A","Pipeline",2,2024-11-08,1.4,-47,"No","No",2025-02-06,
"DEAL-00390",2024-05-03,2024-05-27,"FY2024","Q2","May","Hoàng Văn Đức","Bùi Thị Mai","Miền Bắc","Hà Nội","Công ty TNHH Nam Sơn","Retail","B2B","No","Digital Marketing Service","Services","SMB","Closed Won",100,"Won",93170000,3.5,3261000,89909000,44604000,45305000,50.39,"Monthly Subscription",46753000,43156000,24,"Digital Lead","N/A","Closed",19,2024-05-05,3,41,"Yes","Yes",,
"DEAL-00391",2024-06-27,2024-10-11,"FY2024","Q2","Jun","Hoàng Thị Linh","Trần Thị Lan","Miền Nam","Đồng Nai","Công ty CP Hưng Thịnh","Construction","B2G","No","HR Management Suite","Software","Enterprise","Prospecting",5,"Open",2252709000,2,45054000,2207655000,630948000,1576707000,71.42,"Monthly Subscription",66230000,2141425000,106,"Event/Trade Show","N/A","Pipeline",17,2024-10-06,3.1,-24,"No","Yes",2024-12-17,
"DEAL-00392",2024-11-06,2024-12-31,"FY2024","Q4","Nov","Trần Văn Tuấn","Dương Thị Hạnh","Miền Nam","Bình Dương","Tập đoàn Sông Hồng","Construction","B2B","Yes","CRM System","Software","Enterprise","Prospecting",5,"Open",4845963000,17.6,852889000,3993074000,1338478000,2654596000,66.48,"Annual Subscription",678823000,3314251000,143,"Cold Outreach","N/A","Pipeline",26,2024-12-08,1.2,18,"No","No",2025-01-08,
"DEAL-00393",2024-02-12,2024-07-05,"FY2024","Q1","Feb","Lê Thị Oanh","Lê Văn Minh","Miền Trung","Nha Trang","Công ty CP Hưng Thịnh","F&B","B2B","Yes","Warehouse Management","Software","SMB","Closed Lost",0,"Lost",95324000,2.4,2288000,93036000,46323000,46713000,50.21,"Upfront",12095000,80941000,144,"Partner Referral","No budget","Omitted",16,2024-07-01,3.6,-28,"No","No",,
"DEAL-00394",2024-03-06,2024-07-22,"FY2024","Q1","Mar","Nguyễn Thị Nhung","Bùi Thị Mai","Miền Nam","Hà Nội","Công ty CP Hưng Thịnh","F&B","B2B","No","Cybersecurity Package","Security","Enterprise","Qualification",15,"Open",1646119000,4.3,70783000,1575336000,402498000,1172838000,74.45,"Net 60",31507000,1543829000,138,"Direct Sales","N/A","Pipeline",20,2024-06-27,2.9,24,"No","No",2024-10-18,"Khách hàng tiềm năng cao"
"DEAL-00395",2024-05-26,2024-07-14,"FY2024","Q2","May","Trịnh Thị Trang","Bùi Thị Mai","Tây Nguyên","Hải Phòng","Công ty TNHH Hải Phòng","Finance","B2G","No","Digital Marketing Service","Services","SMB","Closed Lost",0,"Lost",18300000,2.1,384000,17916000,5871000,12045000,67.23,"Monthly Subscription",1254000,16662000,49,"Upsell/Cross-sell","Internal decision change","Omitted",26,2024-07-01,1.6,-48,"No","No",,
"DEAL-00396",2024-05-14,2024-10-22,"FY2024","Q2","May","Phạm Văn Thắng","Nguyễn Văn Hùng","Miền Bắc","Hải Phòng","Tập đoàn Quảng Ninh","Technology","B2B","No","POS System","Hardware","Enterprise","Closed Lost",0,"Lost",3449478000,0.7,24146000,3425332000,1409182000,2016150000,58.86,"Upfront",34253000,3391079000,161,"Upsell/Cross-sell","Requirements mismatch","Omitted",29,2024-10-03,2,-25,"No","Yes",,
"DEAL-00397",2024-04-25,2024-06-02,"FY2024","Q2","Apr","Ngô Văn Phú","Dương Thị Hạnh","Tây Nguyên","Đà Nẵng","Công ty CP Thái Bình Dương","Finance","B2B","No","POS System","Hardware","Enterprise","Qualification",15,"Open",3077643000,10.9,335463000,2742180000,980604000,1761576000,64.24,"Upfront",521014000,2221166000,38,"Partner Referral","N/A","Pipeline",20,2024-05-31,2.8,-9,"No","Yes",2024-06-18,
"DEAL-00398",2024-02-12,2024-02-28,"FY2024","Q1","Feb","Trần Văn Tuấn","Đặng Văn Nam","Miền Bắc","Hải Phòng","Công ty CP Cần Thơ Holdings","Education","B2B","No","POS System","Hardware","Enterprise","Closed Lost",0,"Lost",4624279000,4,184971000,4439308000,1935982000,2503326000,56.39,"Monthly Subscription",1331792000,3107516000,16,"Inbound Lead","Requirements mismatch","Omitted",4,2024-02-18,2,-38,"No","No",,"Hợp đồng đã ký"
"DEAL-00399",2024-10-18,2024-11-06,"FY2024","Q4","Oct","Trần Thị Lan","Ngô Văn Phú","Miền Trung","Nha Trang","Công ty CP Á Đông","Construction","B2B","No","Mobile App Development","Services","Mid-Market","Proposal",50,"Open",892469000,0.9,8032000,884437000,202094000,682343000,77.15,"Annual Subscription",203421000,681016000,19,"Direct Sales","N/A","Best Case",5,2024-10-20,3.3,-46,"No","No",2025-01-01,"Đang chờ phê duyệt ngân sách"
"DEAL-00400",2024-01-30,2024-04-20,"FY2024","Q1","Jan","Lê Thị Oanh","Vũ Thị Hoa","Tây Nguyên","Hà Nội","Tập đoàn Đà Nẵng","F&B","B2G","No","HR Management Suite","Software","SMB","Closed Won",100,"Won",195423000,11.5,22474000,172949000,41283000,131666000,76.13,"Milestone",164302000,8647000,81,"Digital Lead","N/A","Closed",16,2024-04-12,4.6,76,"No","No",,"Hợp đồng đã ký"
"DEAL-00401",2024-07-12,2024-11-30,"FY2024","Q3","Jul","Trịnh Thị Trang","Dương Thị Hạnh","Tây Nguyên","Hà Nội","Tập đoàn Tân Việt","Education","B2G","No","Cybersecurity Package","Security","SMB","Prospecting",5,"Open",123622000,11.6,14340000,109282000,25791000,83491000,76.4,"Monthly Subscription",12021000,97261000,141,"Inbound Lead","N/A","Pipeline",10,2024-11-04,3.4,9,"No","No",2025-01-15,
"DEAL-00402",2024-03-06,2024-06-29,"FY2024","Q1","Mar","Lê Văn Minh","Vũ Thị Hoa","Miền Bắc","Bình Dương","Tập đoàn Bình Dương","Manufacturing","B2G","Yes","HR Management Suite","Software","Enterprise","Closed Lost",0,"Lost",4659598000,1.6,74554000,4585044000,1211369000,3373675000,73.58,"Net 30",1100411000,3484633000,115,"Direct Sales","Chose competitor","Omitted",19,2024-06-21,3,10,"No","No",,"Hợp đồng đã ký"
"DEAL-00403",2024-02-15,2024-03-11,"FY2024","Q1","Feb","Lý Thị Bích","Lê Văn Minh","Miền Trung","Hồ Chí Minh","Công ty CP Á Đông","Retail","B2B","Yes","ERP Software License","Software","SMB","Closed Won",100,"Won",195783000,1.2,2349000,193434000,52885000,140549000,72.66,"Annual Subscription",63833000,129601000,25,"Partner Referral","N/A","Closed",20,2024-02-19,3.1,35,"No","Yes",,
"DEAL-00404",2024-11-08,2024-12-31,"FY2024","Q4","Nov","Bùi Thị Mai","Ngô Văn Phú","Miền Bắc","Đà Nẵng","Tập đoàn Phú Mỹ","Manufacturing","B2G","No","CRM System","Software","Enterprise","Closed Won",100,"Won",4121227000,12.6,519275000,3601952000,1372704000,2229248000,61.89,"Milestone",3601952000,0,106,"Event/Trade Show","N/A","Closed",16,2024-12-03,4.5,-12,"No","Yes",,
"DEAL-00405",2024-08-27,2024-11-12,"FY2024","Q3","Aug","Nguyễn Thị Nhung","Lê Văn Minh","Miền Trung","Bình Dương","Công ty TNHH Nha Trang","Logistics","B2B","No","HR Management Suite","Software","SMB","Negotiation",75,"Open",117894000,10,11789000,106105000,47280000,58825000,55.44,"Net 30",29709000,76396000,77,"Partner Referral","N/A","Best Case",18,2024-11-09,2.9,-7,"No","No",2024-11-24,"Cần demo sản phẩm"
"DEAL-00406",2024-09-30,2024-11-22,"FY2024","Q3","Sep","Lý Thị Bích","Bùi Thị Mai","Miền Bắc","Cần Thơ","Công ty CP Á Đông","Technology","B2B","No","CRM System","Software","Enterprise","Closed Won",100,"Won",3886009000,9.3,361399000,3524610000,1650575000,1874035000,53.17,"Net 30",3242641000,281969000,53,"Digital Lead","N/A","Closed",14,2024-11-07,4,32,"No","No",,
"DEAL-00407",2024-05-08,2024-07-13,"FY2024","Q2","May","Bùi Thị Mai","Nguyễn Văn Hùng","Miền Bắc","Hải Phòng","Công ty CP Cần Thơ Holdings","Technology","B2G","No","BI Dashboard Solution","Software","SMB","Negotiation",75,"Open",152054000,1,1521000,150533000,35782000,114751000,76.23,"Upfront",7527000,143006000,66,"Cold Outreach","N/A","Best Case",10,2024-06-14,3.7,-3,"No","No",2024-08-11,"Khách hàng tiềm năng cao"
"DEAL-00408",2024-06-05,2024-08-31,"FY2024","Q2","Jun","Trần Thị Lan","Vũ Thị Hoa","Miền Nam","Hải Phòng","Tập đoàn Đà Nẵng","Real Estate","B2B","No","Accounting Software","Software","SMB","Closed Won",100,"Won",174787000,3.9,6817000,167970000,39792000,128178000,76.31,"Net 30",100782000,67188000,87,"Partner Referral","N/A","Closed",24,2024-08-23,5,80,"No","No",,"Cần demo sản phẩm"
"DEAL-00409",2024-02-27,2024-08-16,"FY2024","Q1","Feb","Lý Thị Bích","Lê Văn Minh","Tây Nguyên","Cần Thơ","Công ty TNHH Long An","Technology","B2B","No","Accounting Software","Software","Mid-Market","Closed Won",100,"Won",890522000,19.6,174542000,715980000,184508000,531472000,74.23,"Annual Subscription",673021000,42959000,171,"Digital Lead","N/A","Closed",13,2024-08-05,3.1,76,"No","Yes",,"Hợp đồng đã ký"
"DEAL-00410",2024-01-30,2024-03-28,"FY2024","Q1","Jan","Cao Văn Phong","Bùi Thị Mai","Tây Nguyên","Cần Thơ","Công ty TNHH Bảo Việt","Construction","B2G","No","E-commerce Platform","Software","SMB","Proposal",50,"Open",122359000,12.3,15050000,107309000,48150000,59159000,55.13,"Net 30",7512000,99797000,58,"Event/Trade Show","N/A","Best Case",13,2024-03-22,2.6,-32,"No","Yes",2024-06-17,
"DEAL-00411",2024-08-27,2024-12-15,"FY2024","Q3","Aug","Lê Thị Oanh","Lê Văn Minh","Miền Bắc","Đà Nẵng","Tập đoàn Phú Mỹ","Healthcare","B2B","Yes","Accounting Software","Software","Mid-Market","Negotiation",75,"Open",,17.9,58747000,269449000,102822000,166627000,61.84,"Milestone",24250000,245199000,110,"Partner Referral","N/A","Best Case",28,2024-12-11,3.4,-39,"No","No",2025-01-14,"Hợp đồng đã ký"
"DEAL-00412",2024-10-02,2024-10-21,"FY2024","Q4","Oct","Cao Văn Phong","Vũ Thị Hoa","Miền Trung","Đồng Nai","Tập đoàn Tân Việt","Education","B2B","No","Warehouse Management","Software","Enterprise","Prospecting",5,"Open",2111051000,10.9,230105000,1880946000,699712000,1181234000,62.8,"Monthly Subscription",413808000,1467138000,19,"Inbound Lead","N/A","Pipeline",22,2024-10-17,1.5,11,"No","No",2024-11-25,
"DEAL-00413",2024-06-08,2024-06-30,"FY2024","Q2","Jun","Nguyễn Văn Hùng","Đặng Văn Nam","Miền Nam","Đà Nẵng","Tập đoàn Bình Dương","Logistics","B2B","Yes","Cybersecurity Package","Security","Mid-Market","Closed Lost",0,"Lost",266780000,12.5,33348000,233432000,78036000,155396000,66.57,"Monthly Subscription",60692000,172740000,22,"Event/Trade Show","No budget","Omitted",10,2024-06-14,1.3,-35,"No","No",,
"DEAL-00414",2024-09-27,2024-10-20,"FY2024","Q3","Sep","Phạm Thị Thu","Bùi Thị Mai","Miền Bắc","Cần Thơ","Tập đoàn Phú Mỹ","Finance","B2B","No","Cybersecurity Package","Security","SMB","Proposal",50,"Open",69127000,5.2,3595000,65532000,14220000,51312000,78.3,"Net 60",19004000,46528000,23,"Inbound Lead","N/A","Best Case",28,2024-10-10,4,-48,"No","No",2024-11-22,"Cần demo sản phẩm"
"DEAL-00415",2024-05-31,2024-11-26,"FY2024","Q2","May","Cao Văn Phong","Lê Văn Minh","Miền Nam","Hà Nội","Tập đoàn Sông Hồng","Healthcare","B2B","Yes","Digital Marketing Service","Services","Enterprise","Negotiation",75,"Open",4422903000,2.3,101727000,4321176000,1431606000,2889570000,66.87,"Net 30",1253141000,3068035000,179,"Inbound Lead","N/A","Best Case",5,2024-11-23,3.1,-41,"No","Yes",2024-12-06,"Hợp đồng đã ký"
"DEAL-00416",2024-01-20,2024-03-01,"FY2024","Q1","Jan","Vũ Thị Hoa","Nguyễn Văn Hùng","Tây Nguyên","Cần Thơ","Công ty CP Hưng Thịnh","Healthcare","B2B","No","IT Infrastructure","Hardware","Mid-Market","Prospecting",5,"Open",504262000,12.2,61520000,442742000,216766000,225976000,51.04,"Annual Subscription",79694000,363048000,41,"Partner Referral","N/A","Pipeline",21,2024-02-04,1.3,6,"No","No",2024-05-24,
"DEAL-00417",2024-10-28,2024-12-31,"FY2024","Q4","Oct","Cao Văn Phong","Ngô Văn Phú","Miền Trung","Hà Nội","Tập đoàn Tân Việt","Retail","B2G","No","HR Management Suite","Software","Mid-Market","Needs Analysis",30,"Open",620115000,16.3,101079000,519036000,219916000,299120000,57.63,"Net 60",129759000,389277000,124,"Upsell/Cross-sell","N/A","Pipeline",2,2024-12-16,1.4,7,"No","Yes",2025-03-14,
"DEAL-00418",2024-05-12,2024-07-02,"FY2024","Q2","May","Nguyễn Văn Hùng","Đặng Văn Nam","Miền Bắc","Hải Phòng","Tập đoàn Bình Dương","F&B","B2B","Yes","Cloud Hosting Package","Cloud","Mid-Market","Closed Lost",0,"Lost",400436000,6.9,27630000,372806000,169328000,203478000,54.58,"Upfront",3728000,369078000,51,"Partner Referral","Requirements mismatch","Omitted",7,2024-06-05,2.6,24,"No","No",,"Đang chờ phê duyệt ngân sách"
"DEAL-00419",2024-05-08,2024-09-29,"FY2024","Q2","May","Đinh Văn Quân","Trần Thị Lan","Miền Nam","Cần Thơ","Công ty CP Bắc Ninh Tech","F&B","B2B","No","POS System","Hardware","Mid-Market","Closed Won",100,"Won",251110000,11,27622000,223488000,72991000,150497000,67.34,"Net 30",100570000,122918000,144,"Digital Lead","N/A","Closed",15,2024-09-17,3.3,-9,"Yes","Yes",,
"DEAL-00420",2024-01-23,2024-05-25,"FY2024","Q1","Jan","Hoàng Thị Linh","Nguyễn Văn Hùng","Miền Nam","Nha Trang","Công ty TNHH Nam Sơn","Healthcare","B2G","No","ERP Software License","Software","SMB","Closed Lost",0,"Lost",136566000,6.1,8331000,128235000,35470000,92765000,72.34,"Monthly Subscription",28212000,100023000,123,"Direct Sales","Price too high","Omitted",21,2024-05-18,1.6,-33,"No","No",,"Đang chờ phê duyệt ngân sách"
"DEAL-00421",2024-02-09,2024-06-25,"FY2024","Q1","Feb","Phạm Văn Thắng","Vũ Thị Hoa","Miền Bắc","Hà Nội","Công ty TNHH Gia Bảo","Finance","B2B","No","Cybersecurity Package","Security","SMB","Closed Lost",0,"Lost",160824000,7.3,11740000,149084000,55191000,93893000,62.98,"Annual Subscription",34289000,114795000,137,"Direct Sales","Requirements mismatch","Omitted",29,2024-06-09,1.7,-8,"No","No",,
"DEAL-00422",2024-05-10,2024-08-07,"FY2024","Q2","May","Trịnh Thị Trang","Vũ Thị Hoa","Tây Nguyên","Cần Thơ","Công ty CP Á Đông","Construction","B2B","No","Data Analytics Platform","Software","Mid-Market","Closed Lost",0,"Lost",412361000,13.2,54432000,357929000,149006000,208923000,58.37,"Milestone",25055000,332874000,89,"Cold Outreach","Chose competitor","Omitted",10,2024-07-23,2.4,-5,"No","No",,"Cần demo sản phẩm"
"DEAL-00423",2024-09-19,2024-12-31,"FY2024","Q3","Sep","Hoàng Văn Đức","Lê Văn Minh","Miền Trung","Đà Nẵng","Tập đoàn Bình Dương","Finance","B2B","Yes","POS System","Hardware","Mid-Market","Closed Won",100,"Won",222372000,4.2,9340000,213032000,59372000,153660000,72.13,"Net 30",68170000,144862000,178,"Direct Sales","N/A","Closed",29,2024-12-08,4.8,-14,"No","No",,
"DEAL-00424",2024-10-22,2024-12-29,"FY2024","Q4","Oct","Bùi Thị Mai","Bùi Thị Mai","Miền Nam","Bình Dương","Công ty CP Kim Long","Construction","B2B","No","Data Analytics Platform","Software","Enterprise","Negotiation",75,"Open",1722971000,12.2,210202000,1512769000,462907000,1049862000,69.4,"Monthly Subscription",121022000,1391747000,68,"Upsell/Cross-sell","N/A","Best Case",30,2024-12-10,3.8,-27,"No","No",2025-02-14,"Cần demo sản phẩm"
"DEAL-00425",2024-11-30,2024-12-31,"FY2024","Q4","Nov","Hoàng Văn Đức","Đặng Văn Nam","Miền Trung","Đồng Nai","Tập đoàn Đà Nẵng","Real Estate","B2B","Yes","Digital Marketing Service","Services","SMB","Proposal",50,"Open",20349000,1,203000,20146000,9545000,10601000,52.62,"Upfront",4432000,15714000,95,"Upsell/Cross-sell","N/A","Best Case",15,2024-12-25,1.9,-32,"No","Yes",2025-01-11,
"DEAL-00426",2024-11-11,2024-12-31,"FY2024","Q4","Nov","Nguyễn Văn Hùng","Ngô Văn Phú","Miền Bắc","Cần Thơ","Công ty TNHH Gia Bảo","Manufacturing","B2B","Yes","IT Support Contract","Services","Enterprise","Prospecting",5,"Open",1482949000,11.7,173505000,1309444000,602082000,707362000,54.02,"Monthly Subscription",222605000,1086839000,85,"Inbound Lead","N/A","Pipeline",24,2024-12-13,3.8,-50,"No","No",2025-03-30,"Hợp đồng đã ký"
"DEAL-00427",2024-02-20,2024-06-24,"FY2024","Q1","Feb","Cao Văn Phong","Hoàng Văn Đức","Miền Trung","Hải Phòng","Công ty CP Bắc Ninh Tech","Healthcare","B2B","No","Warehouse Management","Software","SMB","Qualification",15,"Open",105207000,7.8,8206000,97001000,38451000,58550000,60.36,"Net 60",8730000,88271000,125,"Partner Referral","N/A","Pipeline",10,2024-06-10,3.4,-19,"No","No",2024-08-12,
"DEAL-00428",2024-07-05,2024-09-30,"FY2024","Q3","Jul","Hoàng Thị Linh","Bùi Thị Mai","Tây Nguyên","Hải Phòng","Công ty TNHH Minh Phát","Construction","B2B","No","IT Support Contract","Services","SMB","Qualification",15,"Open",117534000,19.5,22919000,94615000,46995000,47620000,50.33,"Monthly Subscription",17031000,77584000,87,"Digital Lead","N/A","Pipeline",4,2024-09-04,2.1,19,"No","No",2024-11-08,"Hợp đồng đã ký"
"DEAL-00429",2024-04-04,2024-08-20,"FY2024","Q2","Apr","Bùi Thị Mai","Phạm Thị Thu","Miền Nam","Hà Nội","Công ty TNHH Nam Sơn","Retail","B2B","No","IT Infrastructure","Hardware","SMB","Needs Analysis",30,"Open",108460000,5.6,6074000,102386000,43770000,58616000,57.25,"Annual Subscription",24573000,77813000,138,"Direct Sales","N/A","Pipeline",7,2024-08-13,1.5,-25,"No","No",2024-11-03,
"DEAL-00430",2024-04-24,2024-07-16,"FY2024","Q2","Apr","Hoàng Thị Linh","Hoàng Văn Đức","Miền Trung","Đồng Nai","Công ty TNHH Bảo Việt","Technology","B2B","No","POS System","Hardware","Enterprise","Closed Lost",0,"Lost",2733104000,16.8,459161000,2273943000,672178000,1601765000,70.44,"Upfront",295613000,1978330000,83,"Cold Outreach","Internal decision change","Omitted",27,2024-07-05,1.9,-47,"No","No",,
"DEAL-DUPLICATE",2025-06-22,2024-07-11,"FY2024","Q1","Jan","Lê Văn Minh","Nguyễn Văn Hùng","Miền Bắc","Đà Nẵng","Công ty TNHH Hải Phòng","Other","B2B","No","IT Infrastructure","Hardware","Mid-Market","Needs Analysis",30,"Open",,0,35100000,254984000,124764000,130220000,51.07,"Annual Subscription",7650000,247334000,171,"Digital Lead","N/A","Pipeline",12,2024-07-11,3.3,1,"No","No",2024-08-05,
"DEAL-00432",2024-10-17,2024-11-21,"FY2024","Q4","Oct","Lê Thị Oanh","Vũ Thị Hoa","Miền Trung","Nha Trang","Tập đoàn An Khang","Real Estate","B2B","No","CRM System","Software","Enterprise","Needs Analysis",30,"Open",4071952000,11.2,456059000,3615893000,1377655000,2238238000,61.9,"Milestone",216954000,3398939000,35,"Partner Referral","N/A","Pipeline",21,2024-11-01,1.2,-37,"No","No",2024-12-17,
"DEAL-00433",2025-04-07,2024-12-31,"FY2024","Q3","Jul","Phạm Văn Thắng","Hoàng Văn Đức","Miền Bắc","Nha Trang",,"Logistics","B2B","No","HR Management Suite","Software","Enterprise","Qualification",15,"Open",1645886000,14.9,245237000,1400649000,433501000,967148000,69.05,"Monthly Subscription",308143000,1092506000,164,"Partner Referral","N/A","Pipeline",5,2024-12-08,2.9,-26,"No","No",2025-03-21,
"DEAL-00434",2024-01-07,2024-02-09,"FY2024","Q1","Jan","Ngô Văn Phú","Phạm Thị Thu","Tây Nguyên","Đồng Nai","Công ty CP Á Đông","Manufacturing","B2G","Yes","POS System","Hardware","SMB","Closed Won",100,"Won",81201000,15.1,12261000,68940000,24343000,44597000,64.69,"Milestone",25508000,43432000,33,"Digital Lead","N/A","Closed",29,2024-01-31,5,48,"Yes","No",,
"DEAL-00435",2024-11-28,2024-12-31,"FY2024","Q4","Nov","Dương Thị Hạnh","Ngô Văn Phú","Miền Bắc","Hà Nội","Công ty TNHH Bảo Việt","Retail","B2B","Yes","Mobile App Development","Services","Enterprise","Needs Analysis",30,"Open",3604526000,18.4,663233000,2941293000,1439175000,1502118000,51.07,"Monthly Subscription",29413000,2911880000,53,"Cold Outreach","N/A","Pipeline",11,2024-12-08,1.8,26,"No","No",2025-02-16,
"DEAL-00436",2024-03-13,2024-05-08,"FY2024","Q1","Mar","Nguyễn Văn Hùng","Ngô Văn Phú","Miền Bắc","Nha Trang","Tập đoàn An Khang","Logistics","B2B","No","CRM System","Software","Enterprise","Negotiation",75,"Open",3246526000,11.6,376597000,2869929000,788656000,2081273000,72.52,"Monthly Subscription",401790000,2468139000,56,"Digital Lead","N/A","Best Case",17,2024-04-19,1.2,2,"No","No",2024-07-02,"Hợp đồng đã ký"
"DEAL-00437",2024-01-20,2024-05-25,"FY2024","Q1","Jan","Phạm Văn Thắng","Lê Văn Minh","Tây Nguyên","Hải Phòng","Công ty TNHH Bảo Việt","Technology","B2B","Yes","Mobile App Development","Services","Enterprise","Closed Won",100,"Won",1188780000,1.3,15454000,1173326000,397523000,775803000,66.12,"Net 60",903461000,269865000,126,"Upsell/Cross-sell","N/A","Closed",23,2024-05-06,4.5,68,"Yes","No",,"Khách hàng tiềm năng cao"
"DEAL-00438",2024-09-03,2024-12-31,"FY2024","Q3","Sep","Lý Thị Bích","Hoàng Văn Đức","Miền Bắc","Đồng Nai","Công ty TNHH Bảo Việt","Construction","B2B","No","Digital Marketing Service","Services","Mid-Market","Prospecting",5,"Open",888455000,13.5,119941000,768514000,234935000,533579000,69.43,"Upfront",69166000,699348000,135,"Upsell/Cross-sell","N/A","Pipeline",22,2024-12-12,1.3,13,"No","No",2025-02-21,"Đang chờ phê duyệt ngân sách"
"DEAL-00439",2024-11-18,2024-12-31,"FY2024","Q4","Nov","Phạm Thị Thu","Phạm Thị Thu","Miền Nam","Nha Trang","Tập đoàn Sông Hồng","Real Estate","B2G","Yes","Warehouse Management","Software","Enterprise","Prospecting",5,"Open",2014512000,17.4,350525000,1663987000,365578000,1298409000,78.03,"Milestone",16640000,1647347000,50,"Digital Lead","N/A","Pipeline",26,2024-12-28,1.1,-7,"No","Yes",2025-03-19,
